 Subject           Activity                                 Measurement     Mean
       1             LAYING           FrequencyBodyAccelartionJerkMeanY -0.92246
       1             LAYING           FrequencyBodyAccelartionJerkMeanZ -0.94806
       1             LAYING         FrequencyBodyAccelartionJerkStdDevX -0.96416
       1             LAYING         FrequencyBodyAccelartionJerkStdDevY -0.93222
       1             LAYING         FrequencyBodyAccelartionJerkStdDevZ -0.96059
       1             LAYING                FrequencyBodyGyroscopicMeanX -0.85025
       1             LAYING                FrequencyBodyGyroscopicMeanY -0.95219
       1             LAYING                FrequencyBodyGyroscopicMeanZ -0.90930
       1             LAYING              FrequencyBodyGyroscopicStdDevX -0.88230
       1             LAYING              FrequencyBodyGyroscopicStdDevY -0.95123
       1             LAYING              FrequencyBodyGyroscopicStdDevZ -0.91658
       1             LAYING       FrequencyBodyAccelartionMagnitudeMean -0.86177
       1             LAYING     FrequencyBodyAccelartionMagnitudeStdDev -0.79830
       1             LAYING   FrequencyBodyAccelartionJerkMagnitudeMean -0.93330
       1             LAYING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.92180
       1             LAYING        FrequencyBodyGyroscopicMagnitudeMean -0.86219
       1             LAYING      FrequencyBodyGyroscopicMagnitudeStdDev -0.82432
       1             LAYING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.94237
       1             LAYING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.93266
       2            WALKING                    TimeBodyAccelartionMeanX  0.27643
       2            WALKING                    TimeBodyAccelartionMeanY -0.01859
       2            WALKING                    TimeBodyAccelartionMeanZ -0.10550
       2            WALKING                  TimeBodyAccelartionStdDevX -0.42364
       2            WALKING                  TimeBodyAccelartionStdDevY -0.07809
       2            WALKING                  TimeBodyAccelartionStdDevZ -0.42526
       2            WALKING                 TimeGravityAccelartionMeanX  0.91302
       2            WALKING                 TimeGravityAccelartionMeanY -0.34661
       2            WALKING                 TimeGravityAccelartionMeanZ  0.08473
       2            WALKING               TimeGravityAccelartionStdDevX -0.97269
       2            WALKING               TimeGravityAccelartionStdDevY -0.97212
       2            WALKING               TimeGravityAccelartionStdDevZ -0.97207
       2            WALKING                TimeBodyAccelartionJerkMeanX  0.06181
       2            WALKING                TimeBodyAccelartionJerkMeanY  0.01825
       2            WALKING                TimeBodyAccelartionJerkMeanZ  0.00790
       2            WALKING              TimeBodyAccelartionJerkStdDevX -0.27753
       2            WALKING              TimeBodyAccelartionJerkStdDevY -0.01660
       2            WALKING              TimeBodyAccelartionJerkStdDevZ -0.58609
       2            WALKING                     TimeBodyGyroscopicMeanX -0.05303
       2            WALKING                     TimeBodyGyroscopicMeanY -0.04824
       2            WALKING                     TimeBodyGyroscopicMeanZ  0.08283
       2            WALKING                   TimeBodyGyroscopicStdDevX -0.56155
       2            WALKING                   TimeBodyGyroscopicStdDevY -0.53845
       2            WALKING                   TimeBodyGyroscopicStdDevZ -0.48109
       2            WALKING                 TimeBodyGyroscopicJerkMeanX -0.08188
       2            WALKING                 TimeBodyGyroscopicJerkMeanY -0.05383
       2            WALKING                 TimeBodyGyroscopicJerkMeanZ -0.05149
       2            WALKING               TimeBodyGyroscopicJerkStdDevX -0.38955
       2            WALKING               TimeBodyGyroscopicJerkStdDevY -0.63414
       2            WALKING               TimeBodyGyroscopicJerkStdDevZ -0.43549
       2            WALKING            TimeBodyAccelartionMagnitudeMean -0.29041
       2            WALKING          TimeBodyAccelartionMagnitudeStdDev -0.42254
       2            WALKING         TimeGravityAccelartionMagnitudeMean -0.29041
       2            WALKING       TimeGravityAccelartionMagnitudeStdDev -0.42254
       2            WALKING        TimeBodyAccelartionJerkMagnitudeMean -0.28142
       2            WALKING      TimeBodyAccelartionJerkMagnitudeStdDev -0.16415
       2            WALKING             TimeBodyGyroscopicMagnitudeMean -0.44655
       2            WALKING           TimeBodyGyroscopicMagnitudeStdDev -0.55302
       2            WALKING         TimeBodyGyroscopicJerkMagnitudeMean -0.54791
       2            WALKING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.55780
       2            WALKING               FrequencyBodyAccelartionMeanX -0.34605
       2            WALKING               FrequencyBodyAccelartionMeanY -0.02190
       2            WALKING               FrequencyBodyAccelartionMeanZ -0.45381
       2            WALKING             FrequencyBodyAccelartionStdDevX -0.45765
       2            WALKING             FrequencyBodyAccelartionStdDevY -0.16922
       2            WALKING             FrequencyBodyAccelartionStdDevZ -0.45522
       2            WALKING           FrequencyBodyAccelartionJerkMeanX -0.30462
       2            WALKING           FrequencyBodyAccelartionJerkMeanY -0.07876
       2            WALKING           FrequencyBodyAccelartionJerkMeanZ -0.55496
       2            WALKING         FrequencyBodyAccelartionJerkStdDevX -0.31431
       2            WALKING         FrequencyBodyAccelartionJerkStdDevY -0.01533
       2            WALKING         FrequencyBodyAccelartionJerkStdDevZ -0.61590
       2            WALKING                FrequencyBodyGyroscopicMeanX -0.42971
       2            WALKING                FrequencyBodyGyroscopicMeanY -0.55477
       2            WALKING                FrequencyBodyGyroscopicMeanZ -0.39666
       2            WALKING              FrequencyBodyGyroscopicStdDevX -0.60405
       2            WALKING              FrequencyBodyGyroscopicStdDevY -0.53305
       2            WALKING              FrequencyBodyGyroscopicStdDevZ -0.55986
       2            WALKING       FrequencyBodyAccelartionMagnitudeMean -0.32429
       2            WALKING     FrequencyBodyAccelartionMagnitudeStdDev -0.57711
       2            WALKING   FrequencyBodyAccelartionJerkMagnitudeMean -0.16906
       2            WALKING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.16409
       2            WALKING        FrequencyBodyGyroscopicMagnitudeMean -0.53070
       2            WALKING      FrequencyBodyGyroscopicMagnitudeStdDev -0.65179
       2            WALKING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.58325
       2            WALKING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.55810
       2   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanX  0.24716
       2   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanY -0.02141
       2   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanZ -0.15251
       2   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevX -0.30438
       2   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevY  0.10803
       2   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevZ -0.11212
       2   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanX  0.79072
       2   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanY -0.41621
       2   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanZ -0.19589
       2   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevX -0.93441
       2   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevY -0.92377
       2   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevZ -0.87800
       2   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanX  0.07445
       2   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanY -0.00971
       2   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanZ  0.01948
       2   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevX -0.27612
       2   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevY -0.18565
       2   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevZ -0.57375
       2   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanX -0.05769
       2   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanY -0.03209
       2   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanZ  0.06884
       2   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevX -0.43925
       2   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevY -0.46630
       2   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevZ -0.16400
       2   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.08289
       2   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.04241
       2   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.04452
       2   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevX -0.46485
       2   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevY -0.64549
       2   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevZ -0.46760
       2   WALKING_UPSTAIRS            TimeBodyAccelartionMagnitudeMean -0.10732
       2   WALKING_UPSTAIRS          TimeBodyAccelartionMagnitudeStdDev -0.20598
       2   WALKING_UPSTAIRS         TimeGravityAccelartionMagnitudeMean -0.10732
       2   WALKING_UPSTAIRS       TimeGravityAccelartionMagnitudeStdDev -0.20598
       2   WALKING_UPSTAIRS        TimeBodyAccelartionJerkMagnitudeMean -0.32127
       2   WALKING_UPSTAIRS      TimeBodyAccelartionJerkMagnitudeStdDev -0.21739
       2   WALKING_UPSTAIRS             TimeBodyGyroscopicMagnitudeMean -0.21971
       2   WALKING_UPSTAIRS           TimeBodyGyroscopicMagnitudeStdDev -0.37753
       2   WALKING_UPSTAIRS         TimeBodyGyroscopicJerkMagnitudeMean -0.57282
       2   WALKING_UPSTAIRS       TimeBodyGyroscopicJerkMagnitudeStdDev -0.59729
       2   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanX -0.26672
       2   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanY  0.00992
       2   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanZ -0.28100
       2   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevX -0.32058
       2   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevY  0.08488
       2   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevZ -0.09454
       2   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanX -0.25864
       2   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanY -0.18784
       2   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanZ -0.52273
       2   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevX -0.36542
       2   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevY -0.24355
       2   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevZ -0.62509
       2   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanX -0.33164
       2   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanY -0.48809
       2   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanZ -0.24860
       2   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevX -0.47636
       2   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevY -0.45976
       2   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevZ -0.21807
       2   WALKING_UPSTAIRS       FrequencyBodyAccelartionMagnitudeMean -0.14532
       2   WALKING_UPSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev -0.36673
       2   WALKING_UPSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean -0.18951
       2   WALKING_UPSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev -0.26042
       2   WALKING_UPSTAIRS        FrequencyBodyGyroscopicMagnitudeMean -0.45061
       2   WALKING_UPSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev -0.43862
       2   WALKING_UPSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.60080
       2   WALKING_UPSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.62182
       2 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanX  0.27762
       2 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanY -0.02266
       2 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanZ -0.11681
       2 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevX  0.04637
       2 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevY  0.26288
       2 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevZ -0.10284
       2 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanX  0.86183
       2 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanY -0.32578
       2 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanZ -0.04389
       2 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevX -0.94036
       2 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevY -0.94007
       2 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevZ -0.93144
       2 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanX  0.11004
       2 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanY -0.00328
       2 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanZ -0.02094
       2 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevX  0.14725
       2 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevY  0.12683
       2 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevZ -0.34012
       2 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanX -0.11595
       2 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanY -0.00482
       2 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanZ  0.09717
       2 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevX -0.32079
       2 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevY -0.41574
       2 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevZ -0.27942
       2 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.05810
       2 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.04215
       2 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.07102
